club_id,club_name,club_type,district,zone,country,state,city,latitude,longitude,charter_date,status,meeting_location,meeting_day,meeting_time,public_email,website,instagram,facebook,linkedin,youtube,description,last_updated
RC00221,LUMS Pune,university,3131,3,India,Maharashtra,Pune,18.487918,73.88919,2008-07-01,active,,Sunday,17:00,lums-pune@example.org,,https://instagram.com/lumspune,,,,,2026-08-01
RC00222,Christ University Pune 19,university,3131,3,India,Maharashtra,Pune,18.536962,73.818269,2011-07-01,active,Pune Community Hall,Friday,,christ-university-pune-1@example.org,,,,,,"A university-based Rotaract club serving Pune, India.",2026-08-01
RC00223,Pune Heritage,community,3131,3,India,Maharashtra,Pune,18.537565,73.836891,2006-07-01,active,Pune Community Hall,Sunday,18:30,pune-heritage@example.org,https://example.org/pune-heritage,https://instagram.com/puneheritage,,,,,2026-08-01
RC00224,Symbiosis Pune 21,university,3131,3,India,Maharashtra,Pune,18.51249,73.854691,,unknown,Pune Community Hall,Saturday,,,https://example.org/symbiosis-pune-21,https://instagram.com/symbiosispune21,https://facebook.com/symbiosis-pune-21,,,"A university-based Rotaract club serving Pune, India.",2026-08-01
RC00225,Loyola College Pune 22,university,3131,3,India,Maharashtra,Pune,18.4953,73.889202,2020-07-01,active,,Wednesday,19:00,,,https://instagram.com/loyolacollegepune22,,https://linkedin.com/company/loyola-college-pune-22,,"A university-based Rotaract club serving Pune, India.",2026-08-01
RC00226,Christ University Pune 23,university,3131,3,India,Maharashtra,Pune,18.538766,73.881977,2021-07-01,active,Pune Community Hall,Friday,18:30,christ-university-pune-2@example.org,https://example.org/christ-university-pune-2,https://instagram.com/christuniversitypune2,https://facebook.com/christ-university-pune-2,,,"A university-based Rotaract club serving Pune, India.",2026-08-01
RC00227,Pune Summit,community,3131,3,India,Maharashtra,Pune,18.481093,73.867523,,active,,Wednesday,18:30,pune-summit@example.org,https://example.org/pune-summit,,,,,,2026-08-01
RC00228,Pune Horizon 25,community,3131,3,India,Maharashtra,Pune,18.558136,73.84348,2012-07-01,active,,,,pune-horizon-25@example.org,,https://instagram.com/punehorizon25,https://facebook.com/pune-horizon-25,https://linkedin.com/company/pune-horizon-25,,"A community-based Rotaract club serving Pune, India.",2026-08-01
RC00229,University of Ahmedabad,university,3051,2,India,Gujarat,Ahmedabad,22.992129,72.578771,2024-07-01,active,,Friday,19:00,university-of-ahmedabad@example.org,,,,,,,2026-08-01
RC00230,Manipal Academy Ahmedabad,university,3051,2,India,Gujarat,Ahmedabad,23.027534,72.569398,2019-07-01,active,Ahmedabad Community Hall,Sunday,,,https://example.org/manipal-academy-ahmedaba,https://instagram.com/manipalacademyahmedaba,,,,"A university-based Rotaract club serving Ahmedabad, India.",2026-08-01
RC00231,University of Ahmedabad 3,university,3051,2,India,Gujarat,Ahmedabad,23.042749,72.591576,2019-07-01,active,,Sunday,,,,,https://facebook.com/university-of-ahmedabad-,,,,2026-08-01
RC00232,Ahmedabad Summit,community,3051,2,India,Gujarat,Ahmedabad,23.032131,72.568968,2007-07-01,active,,Friday,,ahmedabad-summit@example.org,https://example.org/ahmedabad-summit,,https://facebook.com/ahmedabad-summit,,,"A community-based Rotaract club serving Ahmedabad, India.",2026-08-01
RC00233,NUST Ahmedabad,university,3051,2,India,Gujarat,Ahmedabad,23.055448,72.574768,2019-07-01,unknown,Ahmedabad Community Hall,Wednesday,10:00,nust-ahmedabad@example.org,,,,,,,2026-08-01
RC00234,University of Ahmedabad 6,university,3051,2,India,Gujarat,Ahmedabad,23.038891,72.592339,,active,Ahmedabad Community Hall,Wednesday,19:00,,,https://instagram.com/universityofahmedabad,,,,,2026-08-01
RC00235,St. Joseph's College Ahmedabad,university,3051,2,India,Gujarat,Ahmedabad,23.036432,72.544524,,active,Ahmedabad Community Hall,Saturday,10:00,st-joseph-s-college-ahme@example.org,,,https://facebook.com/st-joseph-s-college-ahme,,,"A university-based Rotaract club serving Ahmedabad, India.",2026-08-01
RC00236,Ahmedabad Metropolitan,community,3051,2,India,Gujarat,Ahmedabad,23.01434,72.582704,,active,,Wednesday,17:00,ahmedabad-metropolitan@example.org,,,,,,"A community-based Rotaract club serving Ahmedabad, India.",2026-08-01
RC00237,Ahmedabad Central,community,3051,2,India,Gujarat,Ahmedabad,23.025574,72.57541,,active,Ahmedabad Community Hall,Sunday,19:00,,,,,,,,2026-08-01
RC00238,Ahmedabad Metropolitan 10,community,3051,2,India,Gujarat,Ahmedabad,,,2008-07-01,active,,,17:00,ahmedabad-metropolitan-1@example.org,,,https://facebook.com/ahmedabad-metropolitan-1,,,,2026-08-01
RC00239,Ahmedabad Metropolitan 11,community,3051,2,India,Gujarat,Ahmedabad,23.057595,72.597266,2008-07-01,unknown,Ahmedabad Community Hall,,,,,https://instagram.com/ahmedabadmetropolitan1,,,,,2026-08-01
RC00240,IIT Ahmedabad,university,3051,2,India,Gujarat,Ahmedabad,23.001385,72.554709,2015-07-01,inactive,,Wednesday,17:00,,,,,,,"A university-based Rotaract club serving Ahmedabad, India.",2026-08-01
RC00241,BITS Ahmedabad,university,3051,2,India,Gujarat,Ahmedabad,23.022648,72.547888,2023-07-01,active,,,10:00,bits-ahmedabad@example.org,,https://instagram.com/bitsahmedabad,,,,,2026-08-01
RC00242,University of Ahmedabad 14,university,3051,2,India,Gujarat,Ahmedabad,22.993357,72.591912,,active,,,18:30,university-of-ahmedabad-@example.org,,https://instagram.com/universityofahmedabad,,,,,2026-08-01
RC00243,Ahmedabad Central 15,community,3051,2,India,Gujarat,Ahmedabad,23.005931,72.598921,2020-07-01,active,Ahmedabad Community Hall,Friday,10:00,ahmedabad-central-15@example.org,,https://instagram.com/ahmedabadcentral15,https://facebook.com/ahmedabad-central-15,,,"A community-based Rotaract club serving Ahmedabad, India.",2026-08-01
RC00244,Ahmedabad Crescent,community,3051,2,India,Gujarat,Ahmedabad,23.019348,72.543912,2015-07-01,active,Ahmedabad Community Hall,,,ahmedabad-crescent@example.org,,,https://facebook.com/ahmedabad-crescent,,,,2026-08-01
RC00245,Ahmedabad Sunrise,community,3051,2,India,Gujarat,Ahmedabad,23.003293,72.555202,2024-07-01,inactive,,Wednesday,,,,https://instagram.com/ahmedabadsunrise,,,,,2026-08-01
RC00246,Christ University Ahmedabad,university,3051,2,India,Gujarat,Ahmedabad,23.047977,72.591432,2017-07-01,active,Ahmedabad Community Hall,,,,https://example.org/christ-university-ahmeda,https://instagram.com/christuniversityahmeda,,,,"A university-based Rotaract club serving Ahmedabad, India.",2026-08-01
RC00247,Jaipur,community,3052,2,India,Rajasthan,Jaipur,26.923192,75.780284,2022-07-01,active,Jaipur Community Hall,Friday,17:00,,,,,,,,2026-08-01
RC00248,LUMS Jaipur,university,3052,2,India,Rajasthan,Jaipur,26.902632,75.755335,2017-07-01,active,,,,,,https://instagram.com/lumsjaipur,,,,,2026-08-01
RC00249,IIT Jaipur,university,3052,2,India,Rajasthan,Jaipur,26.913067,75.810509,2014-07-01,active,Jaipur Community Hall,Saturday,18:30,iit-jaipur@example.org,,https://instagram.com/iitjaipur,https://facebook.com/iit-jaipur,,,,2026-08-01
RC00250,Christ University Jaipur,university,3052,2,India,Rajasthan,Jaipur,26.950542,75.773529,2024-07-01,active,,,17:00,christ-university-jaipur@example.org,https://example.org/christ-university-jaipur,https://instagram.com/christuniversityjaipur,https://facebook.com/christ-university-jaipur,,,"A university-based Rotaract club serving Jaipur, India.",2026-08-01
RC00251,Christ University Jaipur 5,university,3052,2,India,Rajasthan,Jaipur,26.907943,75.76723,,active,,Sunday,17:00,christ-university-jaipur@example.org,,,,,,"A university-based Rotaract club serving Jaipur, India.",2026-08-01
RC00252,Jaipur Central,community,3052,2,India,Rajasthan,Jaipur,26.949173,75.773941,2006-07-01,inactive,Jaipur Community Hall,Sunday,18:30,jaipur-central@example.org,,,,,,"A community-based Rotaract club serving Jaipur, India.",2026-08-01
RC00253,BITS Jaipur,university,3052,2,India,Rajasthan,Jaipur,26.908281,75.752472,,active,,,10:00,,,,,,,,2026-08-01
RC00254,Jaipur Sunrise,community,3052,2,India,Rajasthan,Jaipur,26.917841,75.755204,2012-07-01,unknown,Jaipur Community Hall,,17:00,jaipur-sunrise@example.org,,,,https://linkedin.com/company/jaipur-sunrise,,,2026-08-01
RC00255,University of Jaipur,university,3052,2,India,Rajasthan,Jaipur,26.94108,75.817607,2010-07-01,unknown,Jaipur Community Hall,Saturday,19:00,university-of-jaipur@example.org,https://example.org/university-of-jaipur,https://instagram.com/universityofjaipur,,,,,2026-08-01
RC00256,Loyola College Jaipur,university,3052,2,India,Rajasthan,Jaipur,26.917258,75.756355,,active,,Saturday,17:00,loyola-college-jaipur@example.org,https://example.org/loyola-college-jaipur,,,,,,2026-08-01
RC00257,IIT Jaipur 11,university,3052,2,India,Rajasthan,Jaipur,26.94604,75.779514,,unknown,,Wednesday,,iit-jaipur-11@example.org,,,https://facebook.com/iit-jaipur-11,,,"A university-based Rotaract club serving Jaipur, India.",2026-08-01
RC00258,St. Joseph's College Jaipur,university,3052,2,India,Rajasthan,Jaipur,26.890188,75.760884,,active,Jaipur Community Hall,Friday,17:00,,,https://instagram.com/stjosephscollegejaip,https://facebook.com/st-joseph-s-college-jaip,,,"A university-based Rotaract club serving Jaipur, India.",2026-08-01
RC00259,Jaipur Downtown,community,3052,2,India,Rajasthan,Jaipur,26.940704,75.78888,,inactive,Jaipur Community Hall,Sunday,,,,https://instagram.com/jaipurdowntown,,,,"A community-based Rotaract club serving Jaipur, India.",2026-08-01
RC00260,Jaipur Summit,community,3052,2,India,Rajasthan,Jaipur,26.924656,75.80557,2021-07-01,unknown,,,17:00,jaipur-summit@example.org,https://example.org/jaipur-summit,,https://facebook.com/jaipur-summit,,,"A community-based Rotaract club serving Jaipur, India.",2026-08-01
RC00261,Jaipur Heritage,community,3052,2,India,Rajasthan,Jaipur,26.933252,75.75336,,unknown,,Friday,19:00,,https://example.org/jaipur-heritage,https://instagram.com/jaipurheritage,,https://linkedin.com/company/jaipur-heritage,,,2026-08-01
RC00262,Kochi,community,3201,5,India,Kerala,Kochi,9.933508,76.242803,,active,,Friday,,,https://example.org/kochi,https://instagram.com/kochi,,https://linkedin.com/company/kochi,,,2026-08-01
RC00263,NUST Kochi,university,3201,5,India,Kerala,Kochi,9.922299,76.280742,2007-07-01,unknown,,Friday,,,https://example.org/nust-kochi,,https://facebook.com/nust-kochi,,,,2026-08-01
RC00264,Kochi Heritage,community,3201,5,India,Kerala,Kochi,9.940265,76.266214,2021-07-01,unknown,,,,,,https://instagram.com/kochiheritage,https://facebook.com/kochi-heritage,,,"A community-based Rotaract club serving Kochi, India.",2026-08-01
RC00265,Symbiosis Kochi,university,3201,5,India,Kerala,Kochi,9.905822,76.303786,,unknown,Kochi Community Hall,Saturday,18:30,symbiosis-kochi@example.org,,https://instagram.com/symbiosiskochi,,,https://youtube.com/@symbiosiskochi,,2026-08-01
RC00266,Jawaharlal Nehru University Kochi,university,3201,5,India,Kerala,Kochi,9.90798,76.279021,2017-07-01,active,,Wednesday,19:00,jawaharlal-nehru-univers@example.org,,,https://facebook.com/jawaharlal-nehru-univers,,,,2026-08-01
RC00267,Kochi Lakeview,community,3201,5,India,Kerala,Kochi,9.937515,76.306938,2021-07-01,active,Kochi Community Hall,,,,,https://instagram.com/kochilakeview,https://facebook.com/kochi-lakeview,,https://youtube.com/@kochilakeview,,2026-08-01
RC00268,Kochi Frontier,community,3201,5,India,Kerala,Kochi,9.943527,76.284804,,inactive,,Friday,18:30,,,https://instagram.com/kochifrontier,,,,"A community-based Rotaract club serving Kochi, India.",2026-08-01
RC00269,Kochi Frontier 8,community,3201,5,India,Kerala,Kochi,9.967845,76.280233,,inactive,Kochi Community Hall,Wednesday,,kochi-frontier-8@example.org,,,https://facebook.com/kochi-frontier-8,,,,2026-08-01
RC00270,Symbiosis Kochi 9,university,3201,5,India,Kerala,Kochi,9.936222,76.243479,2009-07-01,inactive,Kochi Community Hall,,19:00,symbiosis-kochi-9@example.org,,,,,https://youtube.com/@symbiosiskochi9,,2026-08-01
RC00271,Kochi Beacon,community,3201,5,India,Kerala,Kochi,,,,active,,Friday,10:00,kochi-beacon@example.org,,,,,,"A community-based Rotaract club serving Kochi, India.",2026-08-01
RC00272,Amrita Vishwa Vidyapeetham Kochi,university,3201,5,India,Kerala,Kochi,9.912157,76.285971,2012-07-01,active,Kochi Community Hall,,10:00,amrita-vishwa-vidyapeeth@example.org,,,https://facebook.com/amrita-vishwa-vidyapeeth,,,"A university-based Rotaract club serving Kochi, India.",2026-08-01
RC00273,NIT Kochi,university,3201,5,India,Kerala,Kochi,9.906567,76.243678,2018-07-01,active,,Friday,,,,https://instagram.com/nitkochi,https://facebook.com/nit-kochi,,,,2026-08-01
RC00274,Kochi Unity,community,3201,5,India,Kerala,Kochi,9.951117,76.28934,2012-07-01,active,,,19:00,kochi-unity@example.org,,https://instagram.com/kochiunity,,,,,2026-08-01
RC00275,Symbiosis Kochi 14,university,3201,5,India,Kerala,Kochi,9.943867,76.241821,2017-07-01,active,Kochi Community Hall,,19:00,symbiosis-kochi-14@example.org,,https://instagram.com/symbiosiskochi14,,,,"A university-based Rotaract club serving Kochi, India.",2026-08-01
RC00276,Jawaharlal Nehru University Kochi 15,university,3201,5,India,Kerala,Kochi,9.946043,76.236861,2005-07-01,active,Kochi Community Hall,,17:00,jawaharlal-nehru-univers@example.org,,,,,,,2026-08-01
RC00277,Symbiosis Kochi 16,university,3201,5,India,Kerala,Kochi,9.909626,76.239244,2015-07-01,active,Kochi Community Hall,Sunday,,,https://example.org/symbiosis-kochi-16,https://instagram.com/symbiosiskochi16,https://facebook.com/symbiosis-kochi-16,,,,2026-08-01
RC00278,Lucknow,community,3110,1,India,Uttar Pradesh,Lucknow,26.860341,80.909288,2010-07-01,active,Lucknow Community Hall,Sunday,17:00,,,,https://facebook.com/lucknow,,,,2026-08-01
RC00279,Lucknow Riverside,community,3110,1,India,Uttar Pradesh,Lucknow,26.880706,80.91125,,inactive,Lucknow Community Hall,,10:00,,https://example.org/lucknow-riverside,https://instagram.com/lucknowriverside,,https://linkedin.com/company/lucknow-riverside,,"A community-based Rotaract club serving Lucknow, India.",2026-08-01
RC00280,Lucknow Frontier,community,3110,1,India,Uttar Pradesh,Lucknow,26.855409,80.961633,2017-07-01,active,Lucknow Community Hall,Friday,18:30,lucknow-frontier@example.org,,,,,,"A community-based Rotaract club serving Lucknow, India.",2026-08-01
RC00281,Lucknow Harmony,community,3110,1,India,Uttar Pradesh,Lucknow,26.848424,80.958913,,active,,,17:00,,https://example.org/lucknow-harmony,https://instagram.com/lucknowharmony,,,,"A community-based Rotaract club serving Lucknow, India.",2026-08-01
RC00282,Presidency College Lucknow,university,3110,1,India,Uttar Pradesh,Lucknow,26.843653,80.912518,2023-07-01,active,Lucknow Community Hall,Friday,17:00,presidency-college-luckn@example.org,https://example.org/presidency-college-luckn,https://instagram.com/presidencycollegeluckn,https://facebook.com/presidency-college-luckn,,,,2026-08-01
RC00283,Lucknow Capitol,community,3110,1,India,Uttar Pradesh,Lucknow,26.845694,80.960051,2010-07-01,active,,Saturday,,,,,https://facebook.com/lucknow-capitol,,,"A community-based Rotaract club serving Lucknow, India.",2026-08-01
RC00284,Lucknow Garden City,community,3110,1,India,Uttar Pradesh,Lucknow,26.829241,80.960045,2023-07-01,active,,Saturday,19:00,,,,https://facebook.com/lucknow-garden-city,,,"A community-based Rotaract club serving Lucknow, India.",2026-08-01
RC00285,Presidency College Lucknow 8,university,3110,1,India,Uttar Pradesh,Lucknow,26.865057,80.91452,,active,Lucknow Community Hall,,19:00,,,,https://facebook.com/presidency-college-luckn,,,,2026-08-01
RC00286,Lucknow Downtown,community,3110,1,India,Uttar Pradesh,Lucknow,26.846578,80.970597,2019-07-01,active,Lucknow Community Hall,Friday,,lucknow-downtown@example.org,https://example.org/lucknow-downtown,,,,https://youtube.com/@lucknowdowntown,,2026-08-01
RC00287,Lucknow Frontier 10,community,3110,1,India,Uttar Pradesh,Lucknow,26.866547,80.922228,,active,,Saturday,,lucknow-frontier-10@example.org,,,https://facebook.com/lucknow-frontier-10,,https://youtube.com/@lucknowfrontier10,,2026-08-01
RC00288,Amrita Vishwa Vidyapeetham Lucknow,university,3110,1,India,Uttar Pradesh,Lucknow,26.833469,80.980501,2013-07-01,active,Lucknow Community Hall,,18:30,amrita-vishwa-vidyapeeth@example.org,,,,,,,2026-08-01
RC00289,Lucknow Downtown 12,community,3110,1,India,Uttar Pradesh,Lucknow,26.869287,80.940916,2016-07-01,active,,Sunday,17:00,lucknow-downtown-12@example.org,,,https://facebook.com/lucknow-downtown-12,,,,2026-08-01
RC00290,Lucknow Lakeview,community,3110,1,India,Uttar Pradesh,Lucknow,26.868082,80.964746,,active,Lucknow Community Hall,Friday,10:00,,,,,,,"A community-based Rotaract club serving Lucknow, India.",2026-08-01
RC00291,Lucknow Gateway,community,3110,1,India,Uttar Pradesh,Lucknow,26.842113,80.948214,2019-07-01,active,,Sunday,,lucknow-gateway@example.org,,,,,,,2026-08-01
RC00292,Christ University Chandigarh,university,3080,1,India,Chandigarh,Chandigarh,30.77306,76.754911,,unknown,Chandigarh Community Hall,Saturday,18:30,christ-university-chandi@example.org,https://example.org/christ-university-chandi,https://instagram.com/christuniversitychandi,https://facebook.com/christ-university-chandi,,,,2026-08-01
RC00293,Chandigarh Riverside,community,3080,1,India,Chandigarh,Chandigarh,30.71421,76.810639,2009-07-01,inactive,Chandigarh Community Hall,Wednesday,18:30,,,,https://facebook.com/chandigarh-riverside,,,"A community-based Rotaract club serving Chandigarh, India.",2026-08-01
RC00294,NIT Chandigarh,university,3080,1,India,Chandigarh,Chandigarh,30.706538,76.808051,2017-07-01,active,Chandigarh Community Hall,,18:30,,,,https://facebook.com/nit-chandigarh,https://linkedin.com/company/nit-chandigarh,,,2026-08-01
RC00295,Presidency College Chandigarh,university,3080,1,India,Chandigarh,Chandigarh,30.750152,76.741871,2014-07-01,active,Chandigarh Community Hall,Saturday,17:00,presidency-college-chand@example.org,,https://instagram.com/presidencycollegechand,,,,"A university-based Rotaract club serving Chandigarh, India.",2026-08-01
RC00296,Chandigarh Central,community,3080,1,India,Chandigarh,Chandigarh,30.744716,76.749866,2011-07-01,active,,Saturday,19:00,,,https://instagram.com/chandigarhcentral,,,,,2026-08-01
RC00297,Amrita Vishwa Vidyapeetham Chandigarh,university,3080,1,India,Chandigarh,Chandigarh,,,2006-07-01,active,,,10:00,amrita-vishwa-vidyapeeth@example.org,https://example.org/amrita-vishwa-vidyapeeth,https://instagram.com/amritavishwavidyapeeth,https://facebook.com/amrita-vishwa-vidyapeeth,,,,2026-08-01
RC00298,BITS Chandigarh,university,3080,1,India,Chandigarh,Chandigarh,30.745728,76.787857,2010-07-01,active,,,19:00,bits-chandigarh@example.org,https://example.org/bits-chandigarh,,,,https://youtube.com/@bitschandigarh,,2026-08-01
RC00299,Chandigarh Lakeview,community,3080,1,India,Chandigarh,Chandigarh,30.696577,76.766739,,active,,,17:00,,,,https://facebook.com/chandigarh-lakeview,,,,2026-08-01
RC00300,Chandigarh Sunrise,community,3080,1,India,Chandigarh,Chandigarh,30.744422,76.750595,,active,,Sunday,,chandigarh-sunrise@example.org,https://example.org/chandigarh-sunrise,,,,,,2026-08-01
RC00301,LUMS Chandigarh,university,3080,1,India,Chandigarh,Chandigarh,30.694701,76.76428,,active,Chandigarh Community Hall,Wednesday,,lums-chandigarh@example.org,,https://instagram.com/lumschandigarh,https://facebook.com/lums-chandigarh,,,,2026-08-01
RC00302,NUST Chandigarh,university,3080,1,India,Chandigarh,Chandigarh,30.705371,76.749474,,unknown,Chandigarh Community Hall,,,nust-chandigarh@example.org,,https://instagram.com/nustchandigarh,https://facebook.com/nust-chandigarh,,,"A university-based Rotaract club serving Chandigarh, India.",2026-08-01
RC00303,Chandigarh Harmony,community,3080,1,India,Chandigarh,Chandigarh,30.713761,76.78336,2021-07-01,active,Chandigarh Community Hall,,18:30,chandigarh-harmony@example.org,,,,,,"A community-based Rotaract club serving Chandigarh, India.",2026-08-01
RC00304,Loyola College Colombo,university,3220,7,Sri Lanka,Western Province,Colombo,6.966036,79.863951,2017-07-01,unknown,Colombo Community Hall,Sunday,,loyola-college-colombo@example.org,https://example.org/loyola-college-colombo,,,,,"A university-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00305,Colombo Beacon,community,3220,7,Sri Lanka,Western Province,Colombo,6.957566,79.827192,,active,Colombo Community Hall,,18:30,colombo-beacon@example.org,,https://instagram.com/colombobeacon,https://facebook.com/colombo-beacon,,,"A community-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00306,Loyola College Colombo 3,university,3220,7,Sri Lanka,Western Province,Colombo,6.955202,79.873782,2022-07-01,unknown,Colombo Community Hall,Friday,19:00,loyola-college-colombo-3@example.org,,,,,,,2026-08-01
RC00307,Amrita Vishwa Vidyapeetham Colombo,university,3220,7,Sri Lanka,Western Province,Colombo,6.904184,79.847058,,unknown,Colombo Community Hall,Wednesday,17:00,,,https://instagram.com/amritavishwavidyapeeth,https://facebook.com/amrita-vishwa-vidyapeeth,https://linkedin.com/company/amrita-vishwa-vidyapeeth,,"A university-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00308,Colombo Sunrise,community,3220,7,Sri Lanka,Western Province,Colombo,6.912984,79.84732,,active,Colombo Community Hall,Sunday,10:00,colombo-sunrise@example.org,https://example.org/colombo-sunrise,https://instagram.com/colombosunrise,https://facebook.com/colombo-sunrise,,,"A community-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00309,Colombo Riverside,community,3220,7,Sri Lanka,Western Province,Colombo,6.966343,79.871293,2010-07-01,unknown,Colombo Community Hall,,,,,,,,,"A community-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00310,Colombo Garden City,community,3220,7,Sri Lanka,Western Province,Colombo,6.962566,79.834494,2008-07-01,inactive,,Saturday,19:00,colombo-garden-city@example.org,,https://instagram.com/colombogardencity,,,,,2026-08-01
RC00311,Colombo Pearl,community,3220,7,Sri Lanka,Western Province,Colombo,6.964287,79.884369,2024-07-01,inactive,,Saturday,10:00,,https://example.org/colombo-pearl,,https://facebook.com/colombo-pearl,,,,2026-08-01
RC00312,Colombo Unity,community,3220,7,Sri Lanka,Western Province,Colombo,6.950824,79.899681,,active,,Saturday,17:00,colombo-unity@example.org,,,,,,,2026-08-01
RC00313,Colombo Central,community,3220,7,Sri Lanka,Western Province,Colombo,6.957651,79.869364,2016-07-01,unknown,Colombo Community Hall,,,,,,,,https://youtube.com/@colombocentral,,2026-08-01
RC00314,Colombo Summit,community,3220,7,Sri Lanka,Western Province,Colombo,6.95564,79.896207,2018-07-01,active,Colombo Community Hall,Saturday,,colombo-summit@example.org,https://example.org/colombo-summit,https://instagram.com/colombosummit,https://facebook.com/colombo-summit,,,,2026-08-01
RC00315,Colombo Riverside 12,community,3220,7,Sri Lanka,Western Province,Colombo,6.891886,79.863401,,active,Colombo Community Hall,Wednesday,17:00,,https://example.org/colombo-riverside-12,https://instagram.com/colomboriverside12,,https://linkedin.com/company/colombo-riverside-12,,"A community-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00316,University of Dhaka Colombo,university,3220,7,Sri Lanka,Western Province,Colombo,6.912248,79.86012,2019-07-01,active,Colombo Community Hall,Friday,17:00,,https://example.org/university-of-dhaka-colo,https://instagram.com/universityofdhakacolo,https://facebook.com/university-of-dhaka-colo,,https://youtube.com/@universityofdhakacolo,,2026-08-01
RC00317,Colombo Heritage,community,3220,7,Sri Lanka,Western Province,Colombo,6.91249,79.823765,,inactive,Colombo Community Hall,Friday,19:00,,,https://instagram.com/colomboheritage,,,,,2026-08-01
RC00318,Colombo Sunrise 15,community,3220,7,Sri Lanka,Western Province,Colombo,6.892268,79.875586,2022-07-01,active,,Friday,,colombo-sunrise-15@example.org,,,https://facebook.com/colombo-sunrise-15,https://linkedin.com/company/colombo-sunrise-15,,"A community-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00319,Colombo Oasis,community,3220,7,Sri Lanka,Western Province,Colombo,6.960195,79.886566,2020-07-01,active,Colombo Community Hall,Friday,18:30,,,,,,,"A community-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00320,Manipal Academy Colombo,university,3220,7,Sri Lanka,Western Province,Colombo,6.897631,79.881238,2009-07-01,unknown,Colombo Community Hall,Saturday,19:00,manipal-academy-colombo@example.org,,https://instagram.com/manipalacademycolombo,https://facebook.com/manipal-academy-colombo,,,"A university-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00321,Colombo Sunrise 18,community,3220,7,Sri Lanka,Western Province,Colombo,6.931238,79.844952,2009-07-01,active,Colombo Community Hall,,,,https://example.org/colombo-sunrise-18,,https://facebook.com/colombo-sunrise-18,,,"A community-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00322,NIT Colombo,university,3220,7,Sri Lanka,Western Province,Colombo,6.949859,79.895729,2015-07-01,active,,Friday,10:00,nit-colombo@example.org,,https://instagram.com/nitcolombo,,,,"A university-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00323,NIT Colombo 20,university,3220,7,Sri Lanka,Western Province,Colombo,,,2020-07-01,active,,,17:00,nit-colombo-20@example.org,,https://instagram.com/nitcolombo20,,,,"A university-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00324,Colombo Crescent,community,3220,7,Sri Lanka,Western Province,Colombo,6.955226,79.842173,2017-07-01,active,,Friday,17:00,colombo-crescent@example.org,https://example.org/colombo-crescent,https://instagram.com/colombocrescent,,,,"A community-based Rotaract club serving Colombo, Sri Lanka.",2026-08-01
RC00325,Christ University Colombo,university,3220,7,Sri Lanka,Western Province,Colombo,6.95197,79.856695,2013-07-01,active,Colombo Community Hall,Wednesday,,,,,,,,,2026-08-01
RC00326,Amrita Vishwa Vidyapeetham Kandy,university,3220,7,Sri Lanka,Central Province,Kandy,7.260808,80.611985,,inactive,,Sunday,,amrita-vishwa-vidyapeeth@example.org,,,,https://linkedin.com/company/amrita-vishwa-vidyapeeth,,,2026-08-01
RC00327,Kandy Garden City,community,3220,7,Sri Lanka,Central Province,Kandy,7.31948,80.624875,2012-07-01,inactive,Kandy Community Hall,Saturday,17:00,kandy-garden-city@example.org,https://example.org/kandy-garden-city,,https://facebook.com/kandy-garden-city,https://linkedin.com/company/kandy-garden-city,,,2026-08-01
RC00328,Kandy Phoenix,community,3220,7,Sri Lanka,Central Province,Kandy,7.254738,80.67322,2023-07-01,active,,,,kandy-phoenix@example.org,,,https://facebook.com/kandy-phoenix,,,,2026-08-01
RC00329,Kandy Lakeview,community,3220,7,Sri Lanka,Central Province,Kandy,7.292174,80.604126,2019-07-01,active,,Saturday,18:30,kandy-lakeview@example.org,,,,,,,2026-08-01
RC00330,University of Kandy,university,3220,7,Sri Lanka,Central Province,Kandy,,,,active,,Saturday,17:00,university-of-kandy@example.org,,,,,,,2026-08-01
RC00331,Kandy Riverside,community,3220,7,Sri Lanka,Central Province,Kandy,7.285427,80.66445,2013-07-01,inactive,Kandy Community Hall,Wednesday,,kandy-riverside@example.org,https://example.org/kandy-riverside,,https://facebook.com/kandy-riverside,,,"A community-based Rotaract club serving Kandy, Sri Lanka.",2026-08-01
RC00332,Kandy Phoenix 7,community,3220,7,Sri Lanka,Central Province,Kandy,7.316655,80.668101,2012-07-01,active,Kandy Community Hall,,17:00,kandy-phoenix-7@example.org,,https://instagram.com/kandyphoenix7,https://facebook.com/kandy-phoenix-7,https://linkedin.com/company/kandy-phoenix-7,,"A community-based Rotaract club serving Kandy, Sri Lanka.",2026-08-01
